row_index,event_id,user_id,is_high_memory_load
0,2018_1765784__event_001,100159,True
1,2018_1765784__event_002,100159,True
2,2018_1765785__event_001,100159,True
3,2018_1765785__event_002,100159,True
4,2018_1765788__event_001,100159,True
5,2018_1765788__event_002,100159,True
6,2018_1765792__event_001,100159,True
7,2018_1765792__event_002,100159,True
8,2018_1765796__event_001,100159,True
9,2018_1765796__event_002,100159,True
10,2018_1765797__event_001,100159,True
11,2018_1765797__event_002,100159,True
12,2018_1765798__event_001,100159,True
13,2018_1765798__event_002,100159,True
14,2018_1765800__event_001,100159,True
15,2018_1765800__event_002,100159,True
16,2018_1765802__event_001,100159,True
17,2018_1765802__event_002,100159,True
18,2018_1765805__event_001,100159,True
19,2018_1765805__event_002,100159,True
20,2018_1765809__event_001,100159,True
21,2018_1765809__event_002,100159,True
22,2018_1765810__event_001,100159,True
23,2018_1765810__event_002,100159,True
24,2018_1765814__event_001,100159,True
25,2018_1765814__event_002,100159,True
26,2018_1765816__event_001,100159,True
27,2018_1765816__event_002,100159,True
28,2018_1765818__event_001,100159,True
29,2018_1765818__event_002,100159,True
30,2018_1765820__event_001,100159,True
31,2018_1765820__event_002,100159,True
32,2018_1765823__event_001,100159,True
33,2018_1765823__event_002,100159,True
34,2018_1765825__event_001,100159,True
35,2018_1765825__event_002,100159,True
36,2018_1765827__event_001,100159,True
37,2018_1765827__event_002,100159,True
38,2018_1765830__event_001,100159,True
39,2018_1765830__event_002,100159,True
40,2018_1765836__event_001,100159,True
41,2018_1765836__event_002,100159,True
42,2018_1765837__event_001,100159,True
43,2018_1765837__event_002,100159,True
44,2018_1767863__event_001,100312,True
45,2018_1767863__event_002,100312,True
46,2018_1767866__event_001,100312,True
47,2018_1767866__event_002,100312,True
48,2018_1767867__event_001,100312,True
49,2018_1767867__event_002,100312,True
50,2018_1767870__event_001,100312,True
51,2018_1767870__event_002,100312,True
52,2018_1767876__event_001,100312,True
53,2018_1767876__event_002,100312,True
54,2018_1767879__event_001,100312,True
55,2018_1767879__event_002,100312,True
56,2018_1767880__event_001,100312,True
57,2018_1767880__event_002,100312,True
58,2018_1767885__event_001,100312,True
59,2018_1767885__event_002,100312,True
60,2018_1767887__event_001,100312,True
61,2018_1767887__event_002,100312,True
62,2018_1767890__event_001,100312,True
63,2018_1767890__event_002,100312,True
64,2018_1767893__event_001,100312,True
65,2018_1767893__event_002,100312,True
66,2018_1767895__event_001,100312,True
67,2018_1767895__event_002,100312,True
68,2018_1767902__event_001,100312,True
69,2018_1767902__event_002,100312,True
70,2018_1767903__event_001,100312,True
71,2018_1767903__event_002,100312,True
72,2018_1767905__event_001,100312,True
73,2018_1767905__event_002,100312,True
74,2018_1767907__event_001,100312,True
75,2018_1767907__event_002,100312,True
76,2018_1767907__event_003,100312,True
77,2018_1767913__event_001,100312,True
78,2018_1767913__event_002,100312,True
79,2018_1767914__event_001,100312,True
80,2018_1767914__event_002,100312,True
81,2018_1767921__event_001,100312,True
82,2018_1767921__event_002,100312,True
83,2018_1767925__event_001,100312,True
84,2018_1767925__event_002,100312,True
85,2018_1767926__event_001,100312,True
86,2018_1767926__event_002,100312,True
87,2018_1767933__event_001,100312,True
88,2018_1767933__event_002,100312,True
89,2018_1767934__event_001,100312,True
90,2018_1767934__event_002,100312,True
91,2018_1767935__event_001,100312,True
92,2018_1767935__event_002,100312,True
93,2018_1767940__event_001,100312,True
94,2018_1767940__event_002,100312,True
95,2018_1767941__event_001,100312,True
96,2018_1767941__event_002,100312,True
97,2018_1767945__event_001,100312,True
98,2018_1767945__event_002,100312,True
99,2018_1767947__event_001,100312,True
100,2018_1767947__event_002,100312,True
101,2018_1767950__event_001,100312,True
102,2018_1767950__event_002,100312,True
103,2018_1767953__event_001,100312,True
104,2018_1767953__event_002,100312,True
105,2018_1767953__event_003,100312,True
106,2018_1767957__event_001,100312,True
107,2018_1767957__event_002,100312,True
108,2018_1767958__event_001,100312,True
109,2018_1767958__event_002,100312,True
110,2018_1767963__event_001,100312,True
111,2018_1767963__event_002,100312,True
112,2018_1767964__event_001,100312,True
113,2018_1767964__event_002,100312,True
114,2018_1773204__event_001,100677,False
115,2018_1773204__event_002,100677,False
116,2018_1773205__event_001,100677,False
117,2018_1773205__event_002,100677,False
118,2018_1773206__event_001,100677,False
119,2018_1773206__event_002,100677,False
120,2018_1773208__event_001,100677,False
121,2018_1773208__event_002,100677,False
122,2018_1773210__event_001,100677,False
123,2018_1773210__event_002,100677,False
124,2018_1773217__event_001,100677,False
125,2018_1773217__event_002,100677,False
126,2018_1773218__event_001,100677,False
127,2018_1773218__event_002,100677,False
128,2018_1773220__event_001,100677,False
129,2018_1773220__event_002,100677,False
130,2018_1773227__event_001,100677,False
131,2018_1773227__event_002,100677,False
132,2018_1773233__event_001,100677,False
133,2018_1773233__event_002,100677,False
134,2018_1784985__event_001,101467,False
135,2018_1784985__event_002,101467,False
136,2018_1784986__event_001,101467,False
137,2018_1784986__event_002,101467,False
138,2018_1784987__event_001,101467,False
139,2018_1784987__event_002,101467,False
140,2018_1784988__event_001,101467,False
141,2018_1784988__event_002,101467,False
142,2018_1784989__event_001,101467,False
143,2018_1784989__event_002,101467,False
144,2018_1784990__event_001,101467,False
145,2018_1784990__event_002,101467,False
146,2018_1784991__event_001,101467,False
147,2018_1784991__event_002,101467,False
148,2018_1784992__event_001,101467,False
149,2018_1784992__event_002,101467,False
150,2018_1784993__event_001,101467,False
151,2018_1784993__event_002,101467,False
152,2018_1784994__event_001,101467,False
153,2018_1784994__event_002,101467,False
154,2018_1784994__event_003,101467,False
155,2018_1784994__event_004,101467,False
156,2018_1784994__event_005,101467,False
157,2018_1784996__event_001,101467,False
158,2018_1784996__event_002,101467,False
159,2018_1785000__event_001,101467,False
160,2018_1785000__event_002,101467,False
161,2018_1785000__event_003,101467,False
162,2018_1785001__event_001,101467,False
163,2018_1785001__event_002,101467,False
164,2018_1785003__event_001,101467,False
165,2018_1785003__event_002,101467,False
166,2018_1785003__event_003,101467,False
167,2018_1785004__event_001,101467,False
168,2018_1785004__event_002,101467,False
169,2018_1785005__event_001,101467,False
170,2018_1785005__event_002,101467,False
171,2018_1785005__event_003,101467,False
172,2018_1785009__event_001,101467,False
173,2018_1785009__event_002,101467,False
174,2018_1785013__event_001,101467,False
175,2018_1785013__event_002,101467,False
176,2018_1816112__event_001,103621,False
177,2018_1816112__event_002,103621,False
178,2018_1816118__event_001,103621,False
179,2018_1816118__event_002,103621,False
180,2018_1816120__event_001,103621,False
181,2018_1816120__event_002,103621,False
182,2018_1816122__event_001,103621,False
183,2018_1816122__event_002,103621,False
184,2018_1816124__event_001,103621,False
185,2018_1816124__event_002,103621,False
186,2018_1816125__event_001,103621,False
187,2018_1816125__event_002,103621,False
188,2018_1816127__event_001,103621,False
189,2018_1816127__event_002,103621,False
190,2018_1816128__event_001,103621,False
191,2018_1816128__event_002,103621,False
192,2018_1816129__event_001,103621,False
193,2018_1816129__event_002,103621,False
194,2018_1816131__event_001,103621,False
195,2018_1816131__event_002,103621,False
196,2018_1816137__event_001,103621,False
197,2018_1816137__event_002,103621,False
198,2018_1816139__event_001,103621,False
199,2018_1816139__event_002,103621,False
200,2018_1816142__event_001,103621,False
201,2018_1816142__event_002,103621,False
202,2018_1860367__event_001,106628,True
203,2018_1860367__event_002,106628,True
204,2018_1860369__event_001,106628,True
205,2018_1860369__event_002,106628,True
206,2018_1860370__event_001,106628,True
207,2018_1860370__event_002,106628,True
208,2018_1860373__event_001,106628,True
209,2018_1860373__event_002,106628,True
210,2018_1860375__event_001,106628,True
211,2018_1860375__event_002,106628,True
212,2018_1860376__event_001,106628,True
213,2018_1860376__event_002,106628,True
214,2018_1860378__event_001,106628,True
215,2018_1860378__event_002,106628,True
216,2018_1860378__event_003,106628,True
217,2018_1860379__event_001,106628,True
218,2018_1860379__event_002,106628,True
219,2018_1860384__event_001,106628,True
220,2018_1860384__event_002,106628,True
221,2018_1860387__event_001,106628,True
222,2018_1860387__event_002,106628,True
223,2018_1860388__event_001,106628,True
224,2018_1860388__event_002,106628,True
225,2018_1860391__event_001,106628,True
226,2018_1860391__event_002,106628,True
227,2018_1860391__event_003,106628,True
228,2018_1860393__event_001,106628,True
229,2018_1860393__event_002,106628,True
230,2018_1860394__event_001,106628,True
231,2018_1860394__event_002,106628,True
232,2018_1860395__event_001,106628,True
233,2018_1860395__event_002,106628,True
234,2018_1860397__event_001,106628,True
235,2018_1860397__event_002,106628,True
236,2018_1860398__event_001,106628,True
237,2018_1860398__event_002,106628,True
238,2018_1860400__event_001,106628,True
239,2018_1860400__event_002,106628,True
240,2018_1860400__event_003,106628,True
241,2018_1860401__event_001,106628,True
242,2018_1860401__event_002,106628,True
243,2018_1860403__event_001,106628,True
244,2018_1860403__event_002,106628,True
245,2018_1860405__event_001,106628,True
246,2018_1860405__event_002,106628,True
247,2018_1860406__event_001,106628,True
248,2018_1860406__event_002,106628,True
249,2018_1860406__event_003,106628,True
250,2018_1860407__event_001,106628,True
251,2018_1860407__event_002,106628,True
252,2018_1860411__event_001,106628,True
253,2018_1860411__event_002,106628,True
254,2018_1860411__event_003,106628,True
255,2018_1860411__event_004,106628,True
256,2018_1860412__event_001,106628,True
257,2018_1860412__event_002,106628,True
258,2018_1860419__event_001,106628,True
259,2018_1860419__event_002,106628,True
260,2018_1860420__event_001,106628,True
261,2018_1860420__event_002,106628,True
262,2018_1860421__event_001,106628,True
263,2018_1860421__event_002,106628,True
264,2018_1860421__event_003,106628,True
265,2018_1860423__event_001,106628,True
266,2018_1860423__event_002,106628,True
267,2018_1860432__event_001,106628,True
268,2018_1860432__event_002,106628,True
269,2018_1860433__event_001,106628,True
270,2018_1860433__event_002,106628,True
271,2018_1860435__event_001,106628,True
272,2018_1860435__event_002,106628,True
273,2018_1860436__event_001,106628,True
274,2018_1860436__event_002,106628,True
275,2018_1860437__event_001,106628,True
276,2018_1860437__event_002,106628,True
277,2018_1860440__event_001,106628,True
278,2018_1860440__event_002,106628,True
279,2018_1860441__event_001,106628,True
280,2018_1860441__event_002,106628,True
281,2018_1860441__event_003,106628,True
282,2018_1860441__event_004,106628,True
283,2018_1860443__event_001,106628,True
284,2018_1860443__event_002,106628,True
285,2018_1860443__event_003,106628,True
286,2018_1860444__event_001,106628,True
287,2018_1860444__event_002,106628,True
288,2018_1860445__event_001,106628,True
289,2018_1860445__event_002,106628,True
290,2018_1909117__event_001,109617,True
291,2018_1909117__event_002,109617,True
292,2018_1909129__event_001,109617,True
293,2018_1909129__event_002,109617,True
294,2018_1909135__event_001,109617,True
295,2018_1909135__event_002,109617,True
296,2018_1909137__event_001,109617,True
297,2018_1909137__event_002,109617,True
298,2018_1909138__event_001,109617,True
299,2018_1909138__event_002,109617,True
300,2018_1909143__event_001,109617,True
301,2018_1909143__event_002,109617,True
302,2018_1909144__event_001,109617,True
303,2018_1909144__event_002,109617,True
304,2018_1909148__event_001,109617,True
305,2018_1909148__event_002,109617,True
306,2018_1909150__event_001,109617,True
307,2018_1909150__event_002,109617,True
308,2018_1909152__event_001,109617,True
309,2018_1909152__event_002,109617,True
310,2018_1909157__event_001,109617,True
311,2018_1909157__event_002,109617,True
312,2018_1909157__event_003,109617,True
313,2018_1909158__event_001,109617,True
314,2018_1909158__event_002,109617,True
315,2018_1909158__event_003,109617,True
316,2018_1909167__event_001,109617,True
317,2018_1909167__event_002,109617,True
318,2018_1909174__event_001,109617,True
319,2018_1909174__event_002,109617,True
320,2018_1909174__event_003,109617,True
321,2018_1909175__event_001,109617,True
322,2018_1909175__event_002,109617,True
323,2018_1909177__event_001,109617,True
324,2018_1909177__event_002,109617,True
325,2018_1909177__event_003,109617,True
326,2018_1909177__event_004,109617,True
327,2018_1909178__event_001,109617,True
328,2018_1909178__event_002,109617,True
329,2018_1909179__event_001,109617,True
330,2018_1909179__event_002,109617,True
331,2018_1909179__event_003,109617,True
332,2018_1909181__event_001,109617,True
333,2018_1909181__event_002,109617,True
334,2018_1909184__event_001,109617,True
335,2018_1909184__event_002,109617,True
336,2018_1909187__event_001,109617,True
337,2018_1909187__event_002,109617,True
338,2018_1909190__event_001,109617,True
339,2018_1909190__event_002,109617,True
340,2018_1909195__event_001,109617,True
341,2018_1909195__event_002,109617,True
342,2018_1909198__event_001,109617,True
343,2018_1909198__event_002,109617,True
344,2018_1909199__event_001,109617,True
345,2018_1909199__event_002,109617,True
346,2018_1909203__event_001,109617,True
347,2018_1909203__event_002,109617,True
348,2018_1909211__event_001,109617,True
349,2018_1909211__event_002,109617,True
350,2018_1909212__event_001,109617,True
351,2018_1909212__event_002,109617,True
352,2018_1909213__event_001,109617,True
353,2018_1909213__event_002,109617,True
354,2018_1909213__event_003,109617,True
355,2018_1909214__event_001,109617,True
356,2018_1909214__event_002,109617,True
357,2018_1909214__event_003,109617,True
358,2018_1909214__event_004,109617,True
359,2018_1909365__event_001,109621,True
360,2018_1909365__event_002,109621,True
361,2018_1909366__event_001,109621,True
362,2018_1909366__event_002,109621,True
363,2018_1909367__event_001,109621,True
