query_id,user_id,benchmark_tier,query_type,method,rank,retrieved_event_id,score,is_high_memory_load
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,1,2018_1767907__event_002,0.03278688524590164,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,2,2018_1767907__event_003,0.03200204813108039,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,3,2018_1767907__event_001,0.0315136476426799,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,4,2018_1767903__event_002,0.03149801587301587,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,5,2018_1767903__event_001,0.031009615384615385,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,6,2018_1767953__event_003,0.015151515151515152,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,7,2018_1767866__event_002,0.014925373134328358,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,8,2018_1767933__event_002,0.014705882352941176,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,9,2018_1767895__event_002,0.014492753623188406,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,10,2018_1767921__event_002,0.014285714285714285,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,11,2018_1767866__event_001,0.014084507042253521,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,12,2018_1767933__event_001,0.013888888888888888,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,13,2018_1767953__event_002,0.0136986301369863,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,14,2018_1767867__event_001,0.013513513513513514,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,15,2018_1767895__event_001,0.013333333333333334,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,16,2018_1767921__event_001,0.013157894736842105,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,17,2018_1767934__event_001,0.012987012987012988,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,18,2018_1767905__event_001,0.01282051282051282,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,19,2018_1767893__event_002,0.012658227848101266,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,20,2018_1767940__event_001,0.0125,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,21,2018_1767947__event_001,0.012345679012345678,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,22,2018_1767893__event_001,0.012195121951219513,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,23,2018_1767947__event_002,0.012048192771084338,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,24,2018_1767914__event_001,0.011904761904761904,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,25,2018_1767964__event_001,0.011764705882352941,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,26,2018_1767957__event_001,0.011627906976744186,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,27,2018_1767890__event_001,0.011494252873563218,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,28,2018_1767863__event_001,0.011363636363636364,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,29,2018_1767963__event_001,0.011235955056179775,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,30,2018_1767879__event_002,0.011111111111111112,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,31,2018_1767963__event_002,0.01098901098901099,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,32,2018_1767941__event_001,0.010869565217391304,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,33,2018_1767879__event_001,0.010752688172043012,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,34,2018_1767926__event_001,0.010638297872340425,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,35,2018_1767902__event_001,0.010526315789473684,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,36,2018_1767925__event_001,0.010416666666666666,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,37,2018_1767887__event_001,0.010309278350515464,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,38,2018_1767958__event_001,0.01020408163265306,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,39,2018_1767863__event_002,0.010101010101010102,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,40,2018_1767876__event_001,0.01,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,41,2018_1767913__event_001,0.009900990099009901,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,42,2018_1767890__event_002,0.00980392156862745,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,43,2018_1767957__event_002,0.009708737864077669,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,44,2018_1767870__event_001,0.009615384615384616,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,45,2018_1767914__event_002,0.009523809523809525,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,46,2018_1767950__event_001,0.009433962264150943,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,47,2018_1767867__event_002,0.009345794392523364,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,48,2018_1767934__event_002,0.009259259259259259,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,49,2018_1767950__event_002,0.009174311926605505,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,50,2018_1767905__event_002,0.00909090909090909,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,51,2018_1767964__event_002,0.009009009009009009,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,52,2018_1767940__event_002,0.008928571428571428,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,53,2018_1767945__event_002,0.008849557522123894,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,54,2018_1767945__event_001,0.008771929824561403,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,55,2018_1767935__event_001,0.008695652173913044,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,56,2018_1767885__event_002,0.008620689655172414,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,57,2018_1767941__event_002,0.008547008547008548,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,58,2018_1767887__event_002,0.00847457627118644,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,59,2018_1767913__event_002,0.008403361344537815,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,60,2018_1767953__event_001,0.008333333333333333,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,61,2018_1767958__event_002,0.008264462809917356,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,62,2018_1767876__event_002,0.00819672131147541,True
tokyo_100312_relational_between,100312,stress_test,relational_between,graph,63,2018_1767902__event_002,0.008130081300813009,True
