node_id,node_type,user_id,event_id,venue_id,trail_id,name,category,timestamp,city,address,latitude,longitude,is_high_memory_load
user::100159,user,100159,,,,,,,,,,,True
user::100312,user,100312,,,,,,,,,,,True
user::100677,user,100677,,,,,,,,,,,False
user::101467,user,101467,,,,,,,,,,,False
user::103621,user,103621,,,,,,,,,,,False
user::106628,user,106628,,,,,,,,,,,True
user::109617,user,109617,,,,,,,,,,,True
user::109621,user,109621,,,,,,,,,,,True
user::113499,user,113499,,,,,,,,,,,False
user::113897,user,113897,,,,,,,,,,,False
user::115855,user,115855,,,,,,,,,,,False
user::1172,user,1172,,,,,,,,,,,True
user::119597,user,119597,,,,,,,,,,,False
user::121554,user,121554,,,,,,,,,,,False
user::126183,user,126183,,,,,,,,,,,True
user::127201,user,127201,,,,,,,,,,,False
user::129047,user,129047,,,,,,,,,,,False
user::130084,user,130084,,,,,,,,,,,True
user::130568,user,130568,,,,,,,,,,,False
user::130777,user,130777,,,,,,,,,,,False
user::130872,user,130872,,,,,,,,,,,False
user::131525,user,131525,,,,,,,,,,,False
user::132723,user,132723,,,,,,,,,,,True
user::134307,user,134307,,,,,,,,,,,False
user::135393,user,135393,,,,,,,,,,,False
user::138301,user,138301,,,,,,,,,,,False
user::139656,user,139656,,,,,,,,,,,True
user::140734,user,140734,,,,,,,,,,,False
user::140775,user,140775,,,,,,,,,,,False
user::149225,user,149225,,,,,,,,,,,False
user::152722,user,152722,,,,,,,,,,,False
user::156873,user,156873,,,,,,,,,,,True
user::167728,user,167728,,,,,,,,,,,True
user::169053,user,169053,,,,,,,,,,,False
user::171659,user,171659,,,,,,,,,,,False
user::178798,user,178798,,,,,,,,,,,False
user::19379,user,19379,,,,,,,,,,,True
user::210254,user,210254,,,,,,,,,,,False
user::223807,user,223807,,,,,,,,,,,False
user::2309,user,2309,,,,,,,,,,,False
user::23925,user,23925,,,,,,,,,,,False
user::24620,user,24620,,,,,,,,,,,True
user::24664,user,24664,,,,,,,,,,,True
user::24765,user,24765,,,,,,,,,,,True
user::254908,user,254908,,,,,,,,,,,False
user::259163,user,259163,,,,,,,,,,,False
user::263152,user,263152,,,,,,,,,,,False
user::264627,user,264627,,,,,,,,,,,True
user::267704,user,267704,,,,,,,,,,,False
user::26786,user,26786,,,,,,,,,,,True
user::277915,user,277915,,,,,,,,,,,False
user::280210,user,280210,,,,,,,,,,,True
user::281448,user,281448,,,,,,,,,,,False
user::283450,user,283450,,,,,,,,,,,True
user::286142,user,286142,,,,,,,,,,,False
user::286382,user,286382,,,,,,,,,,,False
user::28664,user,28664,,,,,,,,,,,True
user::28697,user,28697,,,,,,,,,,,False
user::290806,user,290806,,,,,,,,,,,False
user::29501,user,29501,,,,,,,,,,,False
user::29757,user,29757,,,,,,,,,,,False
user::29764,user,29764,,,,,,,,,,,False
user::31204,user,31204,,,,,,,,,,,False
user::32545,user,32545,,,,,,,,,,,True
user::325605,user,325605,,,,,,,,,,,True
user::328941,user,328941,,,,,,,,,,,False
user::339444,user,339444,,,,,,,,,,,False
user::342180,user,342180,,,,,,,,,,,True
user::34258,user,34258,,,,,,,,,,,False
user::347501,user,347501,,,,,,,,,,,False
user::348059,user,348059,,,,,,,,,,,False
user::348682,user,348682,,,,,,,,,,,False
user::350248,user,350248,,,,,,,,,,,True
user::356419,user,356419,,,,,,,,,,,False
user::35718,user,35718,,,,,,,,,,,False
user::362630,user,362630,,,,,,,,,,,False
user::36487,user,36487,,,,,,,,,,,False
user::365381,user,365381,,,,,,,,,,,False
user::41088,user,41088,,,,,,,,,,,True
user::42282,user,42282,,,,,,,,,,,False
user::44616,user,44616,,,,,,,,,,,False
user::45189,user,45189,,,,,,,,,,,False
user::45205,user,45205,,,,,,,,,,,True
user::50046,user,50046,,,,,,,,,,,True
user::51031,user,51031,,,,,,,,,,,True
user::51516,user,51516,,,,,,,,,,,False
user::52894,user,52894,,,,,,,,,,,False
user::53205,user,53205,,,,,,,,,,,False
user::53405,user,53405,,,,,,,,,,,False
user::55985,user,55985,,,,,,,,,,,False
user::59554,user,59554,,,,,,,,,,,False
user::60393,user,60393,,,,,,,,,,,True
user::70564,user,70564,,,,,,,,,,,True
user::70703,user,70703,,,,,,,,,,,False
user::72210,user,72210,,,,,,,,,,,False
user::72444,user,72444,,,,,,,,,,,False
user::74188,user,74188,,,,,,,,,,,False
user::74982,user,74982,,,,,,,,,,,False
user::78286,user,78286,,,,,,,,,,,True
user::79139,user,79139,,,,,,,,,,,False
user::79719,user,79719,,,,,,,,,,,True
user::80051,user,80051,,,,,,,,,,,False
user::80415,user,80415,,,,,,,,,,,False
user::80480,user,80480,,,,,,,,,,,False
user::86988,user,86988,,,,,,,,,,,True
user::87391,user,87391,,,,,,,,,,,False
user::88625,user,88625,,,,,,,,,,,False
user::88793,user,88793,,,,,,,,,,,True
event::2018_1003968__event_001,event,50046,2018_1003968__event_001,4451,2018_1003968,昭和シェル セルフ日の出インターSS,Gas Station,2017-10-23 08:56:00,Fussa,平井18-2,35.73970239862539,139.2793162195613,True
event::2018_1003968__event_002,event,50046,2018_1003968__event_002,31,2018_1003968,ジョイフル本田,Furniture / Home Store,2017-10-23 10:55:00,Fussa,殿ケ谷442,35.760225941206684,139.358292554971,True
event::2018_1003971__event_001,event,50046,2018_1003971__event_001,713,2018_1003971,ファミリーマート 青梅新町八丁目店,Convenience Store,2017-11-04 12:16:00,Fussa,新町8-10-1,35.78120087661521,139.3161356954242,True
event::2018_1003971__event_002,event,50046,2018_1003971__event_002,3318,2018_1003971,美豚 小作店,Noodle House,2017-11-04 13:32:00,Fussa,小作台1-10-1,35.778829992324546,139.30207311160564,True
event::2018_1003976__event_001,event,50046,2018_1003976__event_001,459,2018_1003976,羽村郵便局,Post Office,2017-11-10 22:23:00,Fussa,緑ヶ丘5-3-2,35.76785516452021,139.31156733052512,True
event::2018_1003976__event_002,event,50046,2018_1003976__event_002,4519,2018_1003976,シンカ東京 日の出事業所,Auto Workshop,2017-11-11 05:56:00,Fussa,平井22-7,35.73595,139.278625,True
event::2018_1003976__event_003,event,50046,2018_1003976__event_003,2093,2018_1003976,ラーメン五ノ神,Ramen Restaurant,2017-11-11 11:51:00,Fussa,五ノ神4-6-9,35.76103997319449,139.31607825227087,True
event::2018_1003981__event_001,event,50046,2018_1003981__event_001,2997,2018_1003981,スズキ自販南東京 スズキアリーナ羽村,Automotive Shop,2017-11-24 08:26:00,Fussa,神明台2-7-10,35.75429492020843,139.32883934167145,True
event::2018_1003981__event_002,event,50046,2018_1003981__event_002,1751,2018_1003981,スーパーオートバックス SA羽村店,Automotive Shop,2017-11-24 09:44:00,Fussa,神明台4-1-1,35.75821795549495,139.3265080142437,True
event::2018_1003982__event_001,event,50046,2018_1003982__event_001,379,2018_1003982,ダイソー 花小金井店,Discount Store,2017-11-25 10:59:00,Higashimurayama,花小金井4-4-12,35.739287405398976,139.5073521354169,True
event::2018_1003982__event_002,event,50046,2018_1003982__event_002,4251,2018_1003982,,Home (private),2017-11-25 16:48:00,Fussa,,,,True
event::2018_1003987__event_001,event,50046,2018_1003987__event_001,83,2018_1003987,イオンモール日の出,Shopping Mall,2017-12-06 11:32:00,Fussa,平井237-3,35.73477061492302,139.27481174119748,True
event::2018_1003987__event_002,event,50046,2018_1003987__event_002,158,2018_1003987,西友 福生店,Supermarket,2017-12-06 12:46:00,Fussa,東町5-1,35.742865858657346,139.3281601243152,True
event::2018_1003993__event_001,event,50046,2018_1003993__event_001,1538,2018_1003993,日本通運 東京多摩ターミナル,Distribution Center,2017-12-26 08:57:00,Hachiōji,滝山町1-214,35.69260690814658,139.34499884223257,True
event::2018_1003993__event_002,event,50046,2018_1003993__event_002,83,2018_1003993,イオンモール日の出,Shopping Mall,2017-12-26 11:49:00,Fussa,平井237-3,35.73477061492302,139.27481174119748,True
event::2018_1003995__event_001,event,50046,2018_1003995__event_001,1751,2018_1003995,スーパーオートバックス SA羽村店,Automotive Shop,2017-12-29 06:08:00,Fussa,神明台4-1-1,35.75821795549495,139.3265080142437,True
